# LM blend Table					
# SUNNY	CLOUDY	RAINY	FOGGY		
0.700000	0.700000	0.700000	0.550000		# Midnight
0.700000	0.700000	0.700000	0.550000		#  1am
0.700000	0.700000	0.700000	0.550000		#  2am
0.700000	0.700000	0.700000	0.550000		#  3am
0.700000	0.700000	0.700000	0.550000		#  4am
0.750000	0.750000	0.700000	0.600000		#  5am
0.800000	0.800000	0.750000	0.600000		#  6am
0.850000	0.850000	0.800000	0.650000		#  7am
0.900000	0.900000	0.800000	0.700000		#  8am
0.950000	0.900000	0.800000	0.700000		#  9am
1.000000	0.900000	0.800000	0.700000		# 10am
1.000000	0.900000	0.800000	0.700000		# 11am
1.000000	0.900000	0.800000	0.700000		# Midday
1.000000	0.900000	0.800000	0.700000		#  1pm
1.000000	0.900000	0.800000	0.700000		#  2pm
0.950000	0.900000	0.800000	0.700000		#  3pm
0.900000	0.900000	0.800000	0.700000		#  4pm
0.850000	0.850000	0.800000	0.650000		#  5pm
0.800000	0.800000	0.750000	0.600000		#  6pm
0.750000	0.750000	0.700000	0.600000		#  7pm
0.700000	0.700000	0.700000	0.550000		#  8pm
0.700000	0.700000	0.700000	0.550000		#  9pm
0.700000	0.700000	0.700000	0.550000		# 10pm
0.700000	0.700000	0.700000	0.550000		# 11pm
